ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
816  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
818  ,MOCHI CIR ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Oliver 2018 end,Gregoire 2018 mid,Whitney 2018 mid,Whitney 2018 mid,Gregoire 2018 mid",6,"1,258,589",9677,2108827,Construction, 2021-Sept-13
308  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
310  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
312  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
314  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
316  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
318  ,AFFOGATO WALK ,K2J6Y8,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 mid,Gregoire 2018 end,Whitney 2018 mid,Whitney 2018 mid,Whitney 2018 mid",6,"1,188,097",9135,2108828,Construction, 2021-Sept-13
21  ,ABINGDON DR ,K2H7M5,Ward 8,467422,212,CONTRACTOR UNKNOWN,Single,Nepean,Construct a screened in porch (rear yard),0,"95,976",398,2108829,Construction, 2021-Sept-13
4013  ,JOCKVALE RD ,K2C3H2,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 mid,Oliver 2018 end,Gregoire 2018 end,Whitney 2018 mid",4,"843,048",6482,2108830,Construction, 2021-Sept-13
4015  ,JOCKVALE RD ,K2C3H2,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 mid,Oliver 2018 end,Gregoire 2018 end,Whitney 2018 mid",4,"843,048",6482,2108830,Construction, 2021-Sept-13
4017  ,JOCKVALE RD ,K2C3H2,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 mid,Oliver 2018 end,Gregoire 2018 end,Whitney 2018 mid",4,"843,048",6482,2108830,Construction, 2021-Sept-13
4019  ,JOCKVALE RD ,K2C3H2,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 mid,Oliver 2018 end,Gregoire 2018 end,Whitney 2018 mid",4,"843,048",6482,2108830,Construction, 2021-Sept-13
1106  ,JULIA CRT ,K0A1T0,Ward 5,4M-,,MAPLE LEAF DESIGN & CONSTRUCTION,Detached Garage/Shed,West Carleton,Construct a detached garage (side yard),0,"20,000",900,2108832,Construction, 2021-Sept-13
300  ,AFFOGATO WALK ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 end,Whitney 2018 mid,Brazeau 2018 mid",4,"798,568",6140,2108833,Construction, 2021-Sept-13
302  ,AFFOGATO WALK ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 end,Whitney 2018 mid,Brazeau 2018 mid",4,"798,568",6140,2108833,Construction, 2021-Sept-13
304  ,AFFOGATO WALK ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 end,Whitney 2018 mid,Brazeau 2018 mid",4,"798,568",6140,2108833,Construction, 2021-Sept-13
306  ,AFFOGATO WALK ,K2J6Y9,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Whitney 2018 end,Whitney 2018 end,Whitney 2018 mid,Brazeau 2018 mid",4,"798,568",6140,2108833,Construction, 2021-Sept-13
102  ,FRASER FIELDS WAY ,K2J0N7,Ward 3,4M-1419,125,CONTRACTOR UNKNOWN,Semi - Detached,Nepean,Construct a secondary dwelling unit in a 2 storey semi-detached dwelling (basement),1,"35,000",813,2108834,Construction, 2021-Sept-13
591  ,SONMARG CRES ,,Ward 21,n/a,14G,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 4541 2020 B,1,"518,382",3100,2108835,Construction, 2021-Sept-13
805  ,BELFAST RD ,K1G0Z4,Ward 18,4M-,,RIDEAU TRANSIT MAINTENANCE (RTM),Industrial,Old Ottawa,Construct a truing pit - OLRT - Confederation line,0,"100,000",686,2108836,Construction, 2021-Sept-13
340  ,BARRETT FARM DR ,K1T,Ward 22,4M-1676,4,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Altair 2700 2021 A,1,"313,537",1875,2108838,Construction, 2021-Sept-13
91  ,ESBAN DR ,K1X0H3,Ward 20,4M1653,83,PATHWAYS SOUTH REGIONAL INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Palermo 2019 B,1,"419,722",2510,2108839,Construction, 2021-Sept-13
415  ,MACLAREN ST ,K2P2C8,Ward 14,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations in a 22 storey apartment building (replace generator & increase room size),0,"280,000",108,2108840,Construction, 2021-Sept-13
109  ,JAMES CUMMINGS AVE ,K2H8E3,Ward 7,,PT LOT 11,NORTHWOOD COUNTRY HOMES LTD,Demolition,Nepean,Demolish a 2 storey detached dwelling,-1,"5,000",-1600,2108841,Demolition, 2021-Sept-13
583  ,SONMARG CRES ,,Ward 21,N/A,17G,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 3815 2020 B,1,"464,537",2778,2108842,Construction, 2021-Sept-13
587  ,SONMARG CRES ,,Ward 21,N/A,15G,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 3811 2020 C,1,"452,998",2709,2108844,Construction, 2021-Sept-13
1123  ,BANK ST ,K1S3X4,Ward 17,116,"7,8,9",GORFAY REALTY,Demolition,Old Ottawa,Demolish a 2 storey retail building,0,"10,000",-6404,2108845,Demolition, 2021-Sept-13
1125  ,BANK ST ,K1S3X4,Ward 17,116,"7,8,9",GORFAY REALTY,Demolition,Old Ottawa,Demolish a 2 storey retail building,0,"10,000",-6404,2108845,Demolition, 2021-Sept-13
25  ,BARRAN ST ,K2J1G3,Ward 3,M-105,52,CONTRACTOR UNKNOWN,Single,Nepean,Enclose rear porch to create living space in a 2 storey detached dwelling,0,"60,036",323,2108846,Construction, 2021-Sept-13
494  ,LISGAR ST ,K1R5H3,Ward 14,12281,14,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,EXCAVATION & SHORING ONLY - Construct a 4 storey apartment building,0,0,0,2108847,Construction, 2021-Sept-13
496  ,LISGAR ST ,K1R5H3,Ward 14,12281,14,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,EXCAVATION & SHORING ONLY - Construct a 4 storey apartment building,0,0,0,2108847,Construction, 2021-Sept-13
498  ,LISGAR ST ,K1R5H3,Ward 14,12281,14,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,EXCAVATION & SHORING ONLY - Construct a 4 storey apartment building,0,0,0,2108847,Construction, 2021-Sept-13
500  ,LISGAR ST ,K1R5H3,Ward 14,12281,14,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,EXCAVATION & SHORING ONLY - Construct a 4 storey apartment building,0,0,0,2108847,Construction, 2021-Sept-13
3096  ,TENTH LINE RD ,K4B1H8,Ward 19,4M-,7,CONTRACTOR UNKNOWN,Single,Cumberland,Construct an attached garage with 2nd storey loft to a 2 storey detached dwelling,0,"153,585",1208,2108848,Construction, 2021-Sept-13
754  ,BANK ST ,K1S3V6,Ward 17,34756,10 &11,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations in a 1-storey commercial building [McKeen Metro Glebe],0,"57,600",0,2108849,Construction, 2021-Sept-14
843  ,WILLOW AVE ,K1E1C2,Ward 1,19,25,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a secondary dwelling unit (basement) in a 1 storey detached dwelling,1,"70,000",959,2108850,Construction, 2021-Sept-14
77  ,HEWITT WAY ,K2L3R2,Ward 23,M-212,,TOP HAT HOME COMFORT SERVICES,Single,Kanata,Install a wood burning fireplace,0,"15,000",22,2108851,Construction, 2021-Sept-14
2007  ,OGILVIE RD ,K1J7P2,Ward 11,591,130,FENCE MASTERS INC.,Single,Gloucester,Construct a deck (rear yard),0,"8,000",72,2108852,Construction, 2021-Sept-14
49  ,ROSSLAND AVE ,K2G2K5,Ward 8,4M-,,"ECKERT, JOSHUA",Single,Nepean,Construct a covered porch  (front yard),0,"60,000",258,2108853,Construction, 2021-Sept-14
49  ,ROSSLAND AVE ,K2G2K5,Ward 8,4M-,,RECONSTRUCT,Single,Nepean,Construct a covered porch  (front yard),0,"60,000",258,2108853,Construction, 2021-Sept-14
213  ,SERRA RIDGE ,K4A0V8,Ward 19,4M1464,61,FLORAL DESIGN LANDSCAPING,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,2108854,Pool Enclosure, 2021-Sept-14
36  ,FRANKLIN CATHCART CRES ,K2S2A7,Ward 6,4M-1107,95,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a shed (rear yard),0,"6,000",172,2108855,Construction, 2021-Sept-14
13  ,MAPLE STAND WAY ,K2G6P4,Ward 22,4M-1045,48,CONTRACTOR UNKNOWN,Single,Nepean,Interior/exterior alterations to add 2 windows to 1st floor living room (south wall) and 1 window to 2nd floor bedroom (west wall) to a 2 storey detached dwelling,0,"1,500",1415,2108856,Construction, 2021-Sept-14
116  ,PENFIELD DR ,K2K1M3,Ward 4,847,713,***CONTRACTOR***,Single,Kanata,Interior alterations in a 1 storey detached dwelling (kitchen alterations),0,"22,168",149,2108857,Construction, 2021-Sept-14
6228  ,NICK ADAMS RD ,K4P1H2,Ward 20,4M-,,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1,"964,482",6089,2108858,Construction, 2021-Sept-14
35  ,REYNARD CRES ,K0A2Z0,Ward 21,4M-,,METRIC HOMES,Single,Goulbourn,Construct a 2 storey detached dwelling,1,"499,061",2685,2108859,Construction, 2021-Sept-14
28  ,DENHAM WAY ,K2S1H5,Ward 6,4M-,,,Single,Goulbourn,Interior alterations to a 2 storey detached dwelling (Loadbearing Wall),0,"7,000",20,2108860,Construction, 2021-Sept-14
6963  ,LAKE FOREST WALK ,K4P0A3,Ward 20,4M-1265,35,CONTRACTOR UNKNOWN,Single,Osgoode,Finish the basement in a 2 storey detached dwelling,0,"39,500",850,2108861,Construction, 2021-Sept-14
511  ,SALZBURG DR ,K4A0C6,Ward 19,4M-1307,,GUY ROBERT LANDSCAPE,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,2108863,Pool Enclosure, 2021-Sept-14
255  ,KINGLET WAY ,K1E2T9,Ward 1,50M-69,PT LOTS 1-3,OLISTIN HOMES LTD,Single,Cumberland,"Interior alterations to the main floor of a 2 storey detached dwelling (remove 2 walls, kitchen and bathroom renovation)",0,"4,000",344,2108864,Construction, 2021-Sept-14
6172  ,VOYAGEUR DR ,K1C2W3,Ward 1,4M-216,380,***CONTRACTOR***,Single,Gloucester,Install an enclosure for a hot tub (rear yard),0,0,0,2108865,Pool Enclosure, 2021-Sept-14
1400  ,CLYDE AVE ,K2G3J2,Ward 8,375,1360-1371,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit up to 2 storey retail building (Unit 211 - Ontario Nurses' Association),0,"200,000",3003,2108866,Construction, 2021-Sept-14
1613  ,PROULX DR ,K4A1T6,Ward 1,50M-97,219,CONTRACTOR UNKNOWN,Single,Cumberland,Interior/exterior alterations to install 2 new windows to a 2 storey detached dwelling,0,"8,000",0,2108867,Construction, 2021-Sept-14
264  ,WEST RIDGE DR ,K2S0T4,Ward 6,4M-1501,8,KINSHIP CARPENTRY LTD.,Semi - Detached,Goulbourn,Construct a deck (rear yard),0,"10,000",160,2108868,Construction, 2021-Sept-14
1070  ,DEAUVILLE CRES ,K1C5M2,Ward 1,4M-379,24,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations in a 2 storey detached dwelling,0,"12,000",1991,2108869,Construction, 2021-Sept-14
900  ,BANK ST ,K1S3W6,Ward 17,4M-,,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit up in a 9 storey mixed use building (The Beer Store),0,"300,000",5798,2108870,Construction, 2021-Sept-14
125  ,DESMOND AVE ,K2L1E8,Ward 23,773,95,EG CONTRACTING CO.,Single,Kanata,Interior alterations to the basement of a 2 storey detached dwelling,0,"20,000",720,2108871,Construction, 2021-Sept-14
324  ,SILENT WOOD GROVE ,K0A1L0,Ward 5,4M-1414,7,***CONTRACTOR***,Single,West Carleton,Install an enclosure for an above ground pool (rear yard),0,0,0,2108872,Pool Enclosure, 2021-Sept-14
25  ,DEERLANE AVE ,K2E6W9,Ward 9,378959,45,AWJ CONSTRUCTION,Single,Nepean,"Interior alterations and a 2nd storey addition to a 2 storey detached dwelling (extend garage into side yard, add living space above new garage area, and renovate portion of main floor)",0,"136,504",1163,2108873,Construction, 2021-Sept-14
310  ,PARKIN CIR ,K1T4G6,Ward 10,4M1206,PT LOT 69,CONTRACTOR UNKNOWN,Semi - Detached,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,2108874,Pool Enclosure, 2021-Sept-14
694  ,BAYVIEW DR ,K0A3M0,Ward 5,424,15,CONTRACTOR UNKNOWN,Demolition,West Carleton,Demolish a 1 storey dwelling,-1,"5,000",-1571,2108876,Demolition, 2021-Sept-14
820  ,METEOR AVE ,K4B0L1,Ward 19,4M-1604,18,OAKWOOD DESIGNERS & BUILDERS,Single,Cumberland,Construct a 2 storey detached dwelling,1,"620,763",3340,2108877,Construction, 2021-Sept-14
40  ,KENORA ST ,K1Y3K8,Ward 15,M48,2180,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey triplex dwelling,-3,"35,000",-4100,2108878,Demolition, 2021-Sept-14
40 A ,KENORA ST ,K1Y3K8,Ward 15,M48,2180,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,"892,183",6900,2108879,Construction, 2021-Sept-14
40 B ,KENORA ST ,K1Y3K8,Ward 15,M48,2180,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,"892,183",6900,2108879,Construction, 2021-Sept-14
782  ,BAYVIEW DR ,K0A3M0,Ward 5,424,37-38,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 storey detached dwelling with secondary dwelling unit.,1,"705,501",4219,2108880,Construction, 2021-Sept-14
101  ,HOPEWELL AVE ,K1S2Y9,Ward 17,115,24,"STANEK, JACEK",Single,Old Ottawa,Construct a porch (front yard),0,"20,000",118,2108881,Construction, 2021-Sept-14
96  ,PATTERSON AVE ,K1S1Y3,Ward 17,54994,PT LOT 17,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace porch on a 3 storey detached dwelling (front),0,"15,000",200,2108882,Construction, 2021-Sept-14
694  ,BAYVIEW DR ,K0A3M0,Ward 5,424,15,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 storey detached dwelling,1,"61,895",333,2108883,Construction, 2021-Sept-14
1551  ,KINGSDALE AVE ,K1T1H1,Ward 10,326,318 - 321,***CONTRACTOR***,Demolition,Gloucester,Demolish a detached garage,0,400,-355,2108884,Demolition, 2021-Sept-14
2100  ,RUSSELL RD ,K1G3W7,Ward 18,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to a 5 storey apartment building (lounge space into office space),0,"5,000",1938,2108885,Construction, 2021-Sept-14
2368  ,"PAGE, CHEMIN  ",K1W1H3,Ward 2,4M-,6,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,"45,000",1100,2108886,Construction, 2021-Sept-14
1785  -2701,FROBISHER LANE ,K1G3T7,Ward 17,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,PLUMBING ONLY: Relocate kitchen sink in a 29 storey building (Unit #2701),0,"22,000",161,2108887,Construction, 2021-Sept-14
31  ,ROSEBERY AVE ,K1S1W1,Ward 17,71572,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a covered deck (front yard),0,"20,000",129,2108888,Construction, 2021-Sept-14
3800  ,CAMPBELLCROFT RD ,,Ward 20,4M-,,CONTRACTOR UNKNOWN,Farm,Osgoode,Construct a 1 storey Farm Implement storage building,0,"30,000",836,2108890,Construction, 2021-Sept-14
2437 B ,BLACKSTONE CRES ,,Ward 18,M-119,75,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1,"20,000",1044,2108891,Construction, 2021-Sept-14
2437  ,BLACKSTONE CRES ,K1B4H4,Ward 18,M-119,75,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1,"20,000",1044,2108891,Construction, 2021-Sept-14
315  ,WESTAR FARM WAY ,K0A1B0,Ward 21,4M1485,7,ABOVE AND BEYOND POOLS,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2108892,Pool Enclosure, 2021-Sept-14
127  ,LONGSHIRE CIR ,K2J4L1,Ward 3,4M-,,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Single,Nepean,Exterior alterations to a 1 storey detached dwelling,0,"7,800",30,2108893,Construction, 2021-Sept-15
1  -412,NELSON ST ,K1N9G5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior repairs to a 3 storey rowhouse dwelling (Unit 412),0,"6,000",24,2108894,Construction, 2021-Sept-15
4504  ,KELLY FARM DR ,K1X0E7,Ward 22,4M-1617,113,PENGUIN BASEMENTS,Single,Gloucester,Finish the basement in a 2 storey detached dwelling,0,"44,332",954,2108895,Construction, 2021-Sept-15
1104  ,CLINE CRES ,K2C2P2,Ward 8,4M-,,"MIRON-ZEISIG, KURT",Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling,0,"10,000",700,2108896,Construction, 2021-Sept-15
31  ,BARNES CRES ,K2H7C1,Ward 8,467421,159,CONTRACTOR UNKNOWN,Single,Nepean,PLUMBING ONLY:  Repair cast iron pipe under the basement floor in a 2 storey detached dwelling,0,"5,000",0,2108897,Construction, 2021-Sept-15
211  ,THORNBURY CRES ,K2G6B9,Ward 8,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,construct a 3 season sunroom to a 2 storey rowhouse (rear yard),0,"40,000",277,2108898,Construction, 2021-Sept-15
1  -464,NELSON ST ,K1N9G5,Ward 12,,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior repairs to a 3 storey rowhouse dwelling (Unit 464),0,"3,000",11,2108899,Construction, 2021-Sept-15
237  ,KETCHIKAN CRES ,,Ward 4,4M,7,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Maarten 3000 2020 Walkout,1,"505,506",3023,2108900,Construction, 2021-Sept-15
239  ,KETCHIKAN CRES ,,Ward 4,4M-,7,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Millar 3000 2020 Walkout,1,"509,352",3046,2108901,Construction, 2021-Sept-15
1124  ,NORMANDY CRES ,K2E5A4,Ward 9,4M-,,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 2 storey detached dwelling with sdu,2,"884,147",5881,2108902,Construction, 2021-Sept-15
3140  ,PADEN RD ,K0A2T0,Ward 21,4M-,,,Single,Rideau,Construct a 1 storey detached dwelling,1,"442,558",2744,2108903,Construction, 2021-Sept-15
1243  ,MAJOR ST ,K2C2S3,Ward 8,341791,234,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,"9,000",120,2108904,Construction, 2021-Sept-15
57  ,DUNOON PL ,K2L2V7,Ward 23,M309,162,***CONTRACTOR***,Single,Kanata,Interior alterations on main floor of a 2 storey detached dwelling (remove non load bearing walls),0,"5,000",0,2108905,Construction, 2021-Sept-15
12  ,PELHAM CRES ,K0A2Z0,Ward 21,4M1622,113,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a deck (Rear Yard),0,"7,000",433,2108906,Construction, 2021-Sept-15
3421  ,SUMMERBREEZE DR ,K0A2W0,Ward 20,4M-,,"BAKER, MURRAY",Detached Garage/Shed,Osgoode,Construct a detached garage (workshop),0,"18,000",580,2108907,Construction, 2021-Sept-15
210  ,LONGFIELDS DR ,K2J5T7,Ward 3,4M-1506,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Finish the basement in a 2 storey rowhouse dwelling,0,"18,356",395,2108908,Construction, 2021-Sept-15
33  ,MATTAMY PL ,K2G6K1,Ward 8,4M-972,48,CONTRACTOR UNKNOWN,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,"24,397",525,2108909,Construction, 2021-Sept-15
410  ,QUEEN ST ,K1R5A7,Ward 14,PLAN 3922,W PT LOT 21,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,PLUMBING ONLY - Replacement of lead pipe water service from meter to curb stop,0,"4,300",0,2108910,Construction, 2021-Sept-15
1675  ,TENTH LINE RD ,K1E3P6,Ward 1,4M-,,HOOMAN & ASSOCIATES INC,Retail,Cumberland,Tenant Fit-Up to a 1-storey retail building (Fat Bastard Burrito - Unit 22B- Take-out- Maximum 9 seats),0,"80,000",1141,2108911,Construction, 2021-Sept-15
511  ,SHOREWAY DR ,K4P0G3,Ward 20,4M-1636,33,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1,"806,862",4341,2108912,Construction, 2021-Sept-15
630  ,BLUEGILL AVE ,K2J5Y8,Ward 3,4M-1490,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Finish the basement in a 2 storey rowhouse dwelling,0,"28,997",624,2108913,Construction, 2021-Sept-15
1107  ,ISLAND VIEW DR ,K4M1J8,Ward 21,645,18,CONTRACTOR UNKNOWN,Single,Rideau,Construct a 1 storey addition and deck (rear yard),0,"32,438",430,2108914,Construction, 2021-Sept-15
55  ,METCALFE ST ,K1P6L5,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior Alterations on the 12th floor of a 16 storey office building,0,"102,460",4693,2108915,Construction, 2021-Sept-15
103  ,NORTHSHIRE DR ,K0A1L0,Ward 5,4M-382,10,CONTRACTOR UNKNOWN,Single,West Carleton,Interior alterations in a 2 storey detached dwelling (bathroom),0,"25,000",100,2108916,Construction, 2021-Sept-15
1015  ,BANK ST ,K1S3W7,Ward 17,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior and exterior alterations to a 2 storey retail building (1 unit made into 3 units)(base building work),0,"250,000",7034,2108917,Construction, 2021-Sept-15
601  ,BANK ST ,K1S3T4,Ward 17,46293,8,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in the basement of a 2 storey retail building (golf simulators and bar),0,"200,000",4822,2108918,Construction, 2021-Sept-15
